operationtime,airline,flightnum,departureairport,arrivalairport,terminal,departure/arrival,origindate,codecontext,status_text,date,hour,weekday,is_weekend,route,status_group
2023-03-21 13:45:00,AH,6477,EBH,ALG,1,Arrival,2023-03-21,DEL,Delayed,2023-03-21,13,1,False,EBH-ALG,Delayed
2023-03-21 18:00:00,AH,1001,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,CDG-ALG,Arrived
2023-03-21 18:25:00,AH,6471,GHA,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,GHA-ALG,Arrived
2023-03-21 18:17:00,AH,1005,ORY,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,ORY-ALG,Arrived
2023-03-21 09:50:00,AH,1009,ORY,ALG,4,Arrival,2023-03-21,DX,Cancelled,2023-03-21,9,1,False,ORY-ALG,Cancelled
2023-03-21 13:50:00,AH,1003,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,13,1,False,CDG-ALG,Arrived
2023-03-21 23:30:00,AH,1013,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,23,1,False,CDG-ALG,Arrived
2023-03-21 17:55:00,AH,1021,MRS,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,17,1,False,MRS-ALG,Arrived
2023-03-21 15:40:00,AH,1011,ORY,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,15,1,False,ORY-ALG,Arrived
2023-03-21 09:10:00,AH,1025,MRS,ALG,4,Arrival,2023-03-21,DX,Cancelled,2023-03-21,9,1,False,MRS-ALG,Cancelled
2023-03-21 12:31:00,AH,1023,MRS,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,12,1,False,MRS-ALG,Arrived
2023-03-21 18:01:00,AH,1075,LIL,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,LIL-ALG,Arrived
2023-03-21 14:30:00,AH,1037,LYS,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,14,1,False,LYS-ALG,Arrived
2023-03-21 15:50:00,AH,1217,ETZ,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,15,1,False,ETZ-ALG,Arrived
2023-03-21 20:35:00,AH,1191,BOD,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,20,1,False,BOD-ALG,Arrived
2023-03-21 20:31:00,AH,1045,TLS,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,20,1,False,TLS-ALG,Arrived
2023-03-21 10:10:00,AH,1231,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,10,1,False,CDG-ALG,Arrived
2023-03-21 20:39:00,AH,1215,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,20,1,False,CDG-ALG,Arrived
2023-03-21 21:16:00,AH,2015,BCN,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,21,1,False,BCN-ALG,Arrived
2023-03-21 18:11:00,AH,2055,LHR,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,LHR-ALG,Arrived
2023-03-21 15:08:00,AH,2025,FCO,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,15,1,False,FCO-ALG,Arrived
2023-03-21 22:13:00,AH,1507,CDG,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,22,1,False,CDG-ALG,Arrived
2023-03-21 18:01:00,AH,3017,IST,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,IST-ALG,Arrived
2023-03-21 06:27:00,AH,3019,IST,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,6,1,False,IST-ALG,Arrived
2023-03-21 10:24:00,AH,4001,TUN,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,10,1,False,TUN-ALG,Arrived
2023-03-21 15:49:00,AH,4079,DOH,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,15,1,False,DOH-ALG,Arrived
2023-03-21 04:48:00,AH,5325,NIM,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,4,1,False,NIM-ALG,Arrived
2023-03-21 06:35:00,AH,6027,CZL,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,6,1,False,CZL-ALG,Arrived
2023-03-21 14:00:00,AH,6033,TEE,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,14,1,False,TEE-ALG,Arrived
2023-03-21 06:43:00,AH,6007,AAE,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,6,1,False,AAE-ALG,Arrived
2023-03-21 19:16:00,AH,6041,BSK,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,19,1,False,BSK-ALG,Arrived
2023-03-21 16:30:00,AH,6051,BJA,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,16,1,False,BJA-ALG,Arrived
2023-03-21 09:20:00,AH,6057,GJL,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,9,1,False,GJL-ALG,Arrived
2023-03-21 09:00:00,AH,6116,ALG,TLM,1,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-TLM,Departed
2023-03-21 22:30:00,AH,6104,ALG,ORN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,22,1,False,ALG-ORN,Departed
2023-03-21 18:30:00,AH,6106,ALG,ORN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,18,1,False,ALG-ORN,Departed
2023-03-21 10:35:00,AH,6070,ALG,LOO,1,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-LOO,Departed
2023-03-21 16:00:00,AH,6140,ALG,AZR,1,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-AZR,Departed
2023-03-21 06:00:00,AH,6170,ALG,AAE,1,Departure,2023-03-21,OFB,Departed,2023-03-21,6,1,False,ALG-AAE,Departed
2023-03-21 08:00:00,AH,6156,ALG,TMX,1,Departure,2023-03-21,SCT,Scheduled_OnTime,2023-03-21,8,1,False,ALG-TMX,Scheduled_OnTime
2023-03-21 22:40:00,AH,6150,ALG,TIN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,22,1,False,ALG-TIN,Departed
2023-03-21 23:55:00,AH,6148,ALG,CBH,1,Departure,2023-03-21,SCT,Scheduled_OnTime,2023-03-21,23,1,False,ALG-CBH,Scheduled_OnTime
2023-03-21 19:20:00,AH,6176,ALG,AAE,1,Departure,2023-03-21,OFB,Departed,2023-03-21,19,1,False,ALG-AAE,Departed
2023-03-21 12:15:00,AH,6186,ALG,ORN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,12,1,False,ALG-ORN,Departed
2023-03-21 14:45:00,AH,6172,ALG,AAE,1,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-AAE,Departed
2023-03-21 06:00:00,AH,6180,ALG,ORN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,6,1,False,ALG-ORN,Departed
2023-03-21 06:30:00,AH,6190,ALG,CZL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,6,1,False,ALG-CZL,Departed
2023-03-21 18:05:00,AH,6192,ALG,CZL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,18,1,False,ALG-CZL,Departed
2023-03-21 18:50:00,AH,6200,ALG,GHA,1,Departure,2023-03-21,OFB,Departed,2023-03-21,18,1,False,ALG-GHA,Departed
2023-03-21 07:45:00,AH,6212,ALG,QSF,1,Departure,2023-03-21,OFB,Departed,2023-03-21,7,1,False,ALG-QSF,Departed
2023-03-21 20:00:00,AH,6184,ALG,ORN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-ORN,Departed
2023-03-21 09:30:00,AH,6216,ALG,OGX,1,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-OGX,Departed
2023-03-21 21:00:00,AH,6226,ALG,HME,1,Departure,2023-03-21,OFB,Departed,2023-03-21,21,1,False,ALG-HME,Departed
2023-03-21 16:30:00,AH,6244,ALG,IAM,1,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-IAM,Departed
2023-03-21 22:10:00,AH,6236,ALG,GHA,1,Departure,2023-03-21,OFB,Departed,2023-03-21,22,1,False,ALG-GHA,Departed
2023-03-21 08:30:00,AH,6256,ALG,CZL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,8,1,False,ALG-CZL,Departed
2023-03-21 08:30:00,AH,6252,ALG,ELU,1,Departure,2023-03-21,OFB,Departed,2023-03-21,8,1,False,ALG-ELU,Departed
2023-03-21 14:45:00,AH,6408,ALG,ELG,1,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-ELG,Departed
2023-03-21 15:00:00,AH,6296,ALG,AZR,1,Departure,2023-03-21,OFB,Departed,2023-03-21,15,1,False,ALG-AZR,Departed
2023-03-21 10:35:00,AH,6476,ALG,EBH,1,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-EBH,Departed
2023-03-21 08:35:00,AH,6470,ALG,GHA,1,Departure,2023-03-21,OFB,Departed,2023-03-21,8,1,False,ALG-GHA,Departed
2023-03-21 11:50:00,AH,1000,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,11,1,False,ALG-CDG,Departed
2023-03-21 07:25:00,AH,1002,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,7,1,False,ALG-CDG,Departed
2023-03-21 18:35:00,AH,1008,ALG,ORY,4,Departure,2023-03-21,DX,Cancelled,2023-03-21,18,1,False,ALG-ORY,Cancelled
2023-03-21 12:20:00,AH,1004,ALG,ORY,4,Departure,2023-03-21,OFB,Departed,2023-03-21,12,1,False,ALG-ORY,Departed
2023-03-21 09:50:00,AH,1010,ALG,ORY,4,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-ORY,Departed
2023-03-21 14:15:00,AH,1020,ALG,MRS,4,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-MRS,Departed
2023-03-21 08:30:00,AH,1022,ALG,MRS,4,Departure,2023-03-21,OFB,Departed,2023-03-21,8,1,False,ALG-MRS,Departed
2023-03-21 17:20:00,AH,1012,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,17,1,False,ALG-CDG,Departed
2023-03-21 17:45:00,AH,1024,ALG,MRS,4,Departure,2023-03-21,DX,Cancelled,2023-03-21,17,1,False,ALG-MRS,Cancelled
2023-03-21 09:30:00,AH,1036,ALG,LYS,4,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-LYS,Departed
2023-03-21 16:30:00,AH,1190,ALG,BOD,4,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-BOD,Departed
2023-03-21 12:00:00,AH,1074,ALG,LIL,4,Departure,2023-03-21,OFB,Departed,2023-03-21,12,1,False,ALG-LIL,Departed
2023-03-21 16:30:00,AH,1044,ALG,TLS,4,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-TLS,Departed
2023-03-21 10:20:00,AH,1216,ALG,ETZ,4,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-ETZ,Departed
2023-03-21 20:50:00,AH,1230,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-CDG,Departed
2023-03-21 14:30:00,AH,1214,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-CDG,Departed
2023-03-21 16:40:00,AH,1506,ALG,CDG,4,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-CDG,Departed
2023-03-21 17:30:00,AH,2014,ALG,BCN,4,Departure,2023-03-21,OFB,Departed,2023-03-21,17,1,False,ALG-BCN,Departed
2023-03-21 11:50:00,AH,6678,ALG,BJA,1,Departure,2023-03-21,OFB,Departed,2023-03-21,11,1,False,ALG-BJA,Departed
2023-03-21 10:30:00,AH,2024,ALG,FCO,4,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-FCO,Departed
2023-03-21 12:15:00,AH,2700,ALG,YUL,4,Departure,2023-03-21,OFB,Departed,2023-03-21,12,1,False,ALG-YUL,Departed
2023-03-21 09:40:00,AH,3016,ALG,IST,4,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-IST,Departed
2023-03-21 10:50:00,AH,2054,ALG,LHR,4,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-LHR,Departed
2023-03-21 22:30:00,AH,3018,ALG,IST,4,Departure,2023-03-21,OFB,Departed,2023-03-21,22,1,False,ALG-IST,Departed
2023-03-21 20:00:00,AH,3014,ALG,IST,4,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-IST,Departed
2023-03-21 20:30:00,AH,3000,ALG,SVO,4,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-SVO,Departed
2023-03-21 23:50:00,AH,4300,ALG,MED,2,Departure,2023-03-21,SCT,Scheduled_OnTime,2023-03-21,23,1,False,ALG-MED,Scheduled_OnTime
2023-03-21 20:15:00,AH,6006,ALG,AAE,1,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-AAE,Departed
2023-03-21 23:25:00,AH,4062,ALG,DXB,4,Departure,2023-03-21,OFB,Departed,2023-03-21,23,1,False,ALG-DXB,Departed
2023-03-21 07:10:00,AH,4000,ALG,TUN,4,Departure,2023-03-21,OFB,Departed,2023-03-21,7,1,False,ALG-TUN,Departed
2023-03-21 20:10:00,AH,5010,ALG,DSS,4,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-DSS,Departed
2023-03-21 19:15:00,AH,6026,ALG,CZL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,19,1,False,ALG-CZL,Departed
2023-03-21 09:00:00,AH,6040,ALG,BSK,1,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-BSK,Departed
2023-03-21 10:30:00,AH,6032,ALG,TEE,1,Departure,2023-03-21,OFB,Departed,2023-03-21,10,1,False,ALG-TEE,Departed
2023-03-21 14:35:00,AH,6050,ALG,BJA,1,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-BJA,Departed
2023-03-21 07:00:00,AH,6056,ALG,GJL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,7,1,False,ALG-GJL,Departed
2023-03-20 19:12:00,V7,2438,BOD,ALG,4,Arrival,2023-03-20,ONB,Arrived,2023-03-20,19,0,False,BOD-ALG,Arrived
2023-03-20 15:30:00,AH,9999,ALG,MRS,4,Departure,2023-03-20,SCT,Scheduled_OnTime,2023-03-20,15,0,False,ALG-MRS,Scheduled_OnTime
2023-03-20 15:30:00,VY,9999,ALG,MRS,4,Departure,2023-03-20,SCT,Scheduled_OnTime,2023-03-20,15,0,False,ALG-MRS,Scheduled_OnTime
2023-03-20 17:00:00,AZ,0,ALG,TEST,4,Departure,2023-03-20,SCT,Scheduled_OnTime,2023-03-20,17,0,False,ALG-TEST,Scheduled_OnTime
2023-03-21 02:48:00,BJ,140,TUN,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,2,1,False,TUN-ALG,Arrived
2023-03-21 04:25:00,BJ,141,ALG,TUN,1,Departure,2023-03-21,SCT,Scheduled_OnTime,2023-03-21,4,1,False,ALG-TUN,Scheduled_OnTime
2023-03-21 10:35:00,TK,654,ALG,IST,4,Departure,2023-03-21,DX,Cancelled,2023-03-21,10,1,False,ALG-IST,Cancelled
2023-03-21 12:35:00,EK,757,DXB,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,12,1,False,DXB-ALG,Arrived
2023-03-21 16:00:00,EK,758,ALG,DXB,1,Departure,2023-03-21,OFB,Departed,2023-03-21,16,1,False,ALG-DXB,Departed
2023-03-21 17:05:00,TK,652,ALG,IST,4,Departure,2023-03-21,OFB,Departed,2023-03-21,17,1,False,ALG-IST,Departed
2023-03-21 19:43:00,BJ,130,TUN,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,19,1,False,TUN-ALG,Arrived
2023-03-21 20:55:00,BJ,131,ALG,TUN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,20,1,False,ALG-TUN,Departed
2023-03-21 09:50:00,V7,2439,ALG,BOD,4,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-BOD,Departed
2023-03-21 09:30:00,AH,6191,CZL,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,9,1,False,CZL-ALG,Arrived
2023-03-21 18:45:00,AH,6217,OGX,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,18,1,False,OGX-ALG,Arrived
2023-03-21 08:30:00,V7,2438,BOD,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,8,1,False,BOD-ALG,Arrived
2023-03-21 09:45:00,TK,653,IST,ALG,4,Arrival,2023-03-21,DX,Cancelled,2023-03-21,9,1,False,IST-ALG,Cancelled
2023-03-21 23:33:00,TK,655,IST,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,23,1,False,IST-ALG,Arrived
2023-03-22 00:50:00,TK,656,ALG,IST,4,Departure,2023-03-22,OFB,Departed,2023-03-22,0,2,False,ALG-IST,Departed
2023-03-21 15:03:00,TK,651,IST,ALG,4,Arrival,2023-03-21,ONB,Arrived,2023-03-21,15,1,False,IST-ALG,Arrived
2023-03-22 10:55:00,TO,7265,ALG,ORY,4,Departure,2023-03-22,OFB,Departed,2023-03-22,10,2,False,ALG-ORY,Departed
2023-03-22 16:20:00,AZ,801,ALG,FCO,4,Departure,2023-03-22,OFB,Departed,2023-03-22,16,2,False,ALG-FCO,Departed
2023-03-22 17:00:00,QR,1380,ALG,DOH,1,Departure,2023-03-22,OFB,Departed,2023-03-22,17,2,False,ALG-DOH,Departed
2023-03-22 14:51:00,TO,7267,ALG,ORY,4,Departure,2023-03-22,OFB,Departed,2023-03-22,14,2,False,ALG-ORY,Departed
2023-03-22 09:34:00,AF,7394,ORY,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,9,2,False,ORY-ALG,Arrived
2023-03-22 10:50:00,AF,7395,ALG,ORY,4,Departure,2023-03-22,OFB,Departed,2023-03-22,10,2,False,ALG-ORY,Departed
2023-03-22 13:51:00,SV,341,JED,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,13,2,False,JED-ALG,Arrived
2023-03-22 17:00:00,SV,340,ALG,JED,1,Departure,2023-03-22,OFB,Departed,2023-03-22,17,2,False,ALG-JED,Departed
2023-03-22 06:10:00,AF,1355,ALG,CDG,4,Departure,2023-03-22,OFB,Departed,2023-03-22,6,2,False,ALG-CDG,Departed
2023-03-22 13:39:00,QR,1379,DOH,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,13,2,False,DOH-ALG,Arrived
2023-03-22 09:50:00,TO,7264,ORY,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,9,2,False,ORY-ALG,Arrived
2023-03-22 10:00:00,SF,1918,ALG,HME,1,Departure,2023-03-22,OFB,Departed,2023-03-22,10,2,False,ALG-HME,Departed
2023-03-22 13:27:00,AF,1854,CDG,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,13,2,False,CDG-ALG,Arrived
2023-03-22 14:40:00,AF,1855,ALG,CDG,4,Departure,2023-03-22,OFB,Departed,2023-03-22,14,2,False,ALG-CDG,Departed
2023-03-22 16:15:00,SF,2110,ALG,CZL,1,Departure,2023-03-22,OFB,Departed,2023-03-22,16,2,False,ALG-CZL,Departed
2023-03-22 18:20:00,SF,1908,ALG,HME,1,Departure,2023-03-22,OFB,Departed,2023-03-22,18,2,False,ALG-HME,Departed
2023-03-22 03:20:00,AH,4300,ALG,MED,2,Departure,2023-03-22,SCT,Scheduled_OnTime,2023-03-22,3,2,False,ALG-MED,Scheduled_OnTime
2023-03-22 23:08:00,AF,1354,CDG,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,23,2,False,CDG-ALG,Arrived
2023-03-22 15:09:00,5O,443,LIL,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,LIL-ALG,Arrived
2023-03-22 16:00:00,5O,442,ALG,CDG,4,Departure,2023-03-22,OFB,Departed,2023-03-22,16,2,False,ALG-CDG,Departed
2023-03-22 15:01:00,BA,310,LHR,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,LHR-ALG,Arrived
2023-03-22 16:00:00,BA,311,ALG,LHR,4,Departure,2023-03-22,OFB,Departed,2023-03-22,16,2,False,ALG-LHR,Departed
2023-03-22 15:46:00,SF,2117,CZL,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,CZL-ALG,Arrived
2023-03-22 09:44:00,AH,305,MED,ALG,2,Arrival,2023-03-22,ONB,Arrived,2023-03-22,9,2,False,MED-ALG,Arrived
2023-03-22 07:30:00,SF,1100,ALG,HME,1,Departure,2023-03-22,OFB,Departed,2023-03-22,7,2,False,ALG-HME,Departed
2023-03-22 18:07:00,AF,7396,ORY,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,18,2,False,ORY-ALG,Arrived
2023-03-22 19:35:00,AF,7397,ALG,ORY,4,Departure,2023-03-22,OFB,Departed,2023-03-22,19,2,False,ALG-ORY,Departed
2023-03-22 09:00:00,SF,2116,ALG,CZL,1,Departure,2023-03-22,OFB,Departed,2023-03-22,9,2,False,ALG-CZL,Departed
2023-03-22 13:34:00,TO,7266,ORY,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,13,2,False,ORY-ALG,Arrived
2023-03-22 15:31:00,AZ,800,FCO,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,FCO-ALG,Arrived
2023-03-22 15:03:00,SF,1969,CZL,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,CZL-ALG,Arrived
2023-03-22 16:36:00,AF,1654,CDG,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,16,2,False,CDG-ALG,Arrived
2023-03-22 18:25:00,AF,1655,ALG,CDG,4,Departure,2023-03-22,OFB,Departed,2023-03-22,18,2,False,ALG-CDG,Departed
2023-03-22 16:12:00,SF,1121,HME,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,16,2,False,HME-ALG,Arrived
2023-03-22 16:15:00,SF,1123,HME,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,16,2,False,HME-ALG,Arrived
2023-03-22 08:00:00,SF,1120,ALG,HME,1,Departure,2023-03-22,OFB,Departed,2023-03-22,8,2,False,ALG-HME,Departed
2023-03-22 08:58:00,SF,1803,HME,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,8,2,False,HME-ALG,Arrived
2023-03-22 19:15:00,VY,7991,MRS,ALG,4,Arrival,2023-03-22,DX,Cancelled,2023-03-22,19,2,False,MRS-ALG,Cancelled
2023-03-22 20:15:00,VY,7990,ALG,MRS,4,Departure,2023-03-22,DX,Cancelled,2023-03-22,20,2,False,ALG-MRS,Cancelled
2023-03-22 17:10:00,SF,1333,IAM,ALG,1,Arrival,2023-03-22,SCT,Scheduled_OnTime,2023-03-22,17,2,False,IAM-ALG,Scheduled_OnTime
2023-03-22 16:27:00,SF,1321,IAM,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,16,2,False,IAM-ALG,Arrived
2023-03-22 11:22:00,SF,1961,ORN,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,11,2,False,ORN-ALG,Arrived
2023-03-22 08:55:00,SF,1122,ALG,HME,1,Departure,2023-03-22,OFB,Departed,2023-03-22,8,2,False,ALG-HME,Departed
2023-03-22 15:02:00,SF,1101,HME,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,HME-ALG,Arrived
2023-03-22 07:25:00,AH,2701,YUL,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,7,2,False,YUL-ALG,Arrived
2023-03-22 03:45:00,AH,3015,IST,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,3,2,False,IST-ALG,Arrived
2023-03-21 13:35:00,TU,374,TUN,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,13,1,False,TUN-ALG,Arrived
2023-03-21 14:35:00,TU,375,ALG,TUN,1,Departure,2023-03-21,OFB,Departed,2023-03-21,14,1,False,ALG-TUN,Departed
2023-03-22 12:13:00,MS,845,CAI,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,12,2,False,CAI-ALG,Arrived
2023-03-22 13:25:00,MS,846,ALG,CAI,1,Departure,2023-03-22,OFB,Departed,2023-03-22,13,2,False,ALG-CAI,Departed
2023-03-21 12:23:00,MS,845,CAI,ALG,1,Arrival,2023-03-21,ONB,Arrived,2023-03-21,12,1,False,CAI-ALG,Arrived
2023-03-21 13:25:00,MS,846,ALG,CAI,1,Departure,2023-03-21,OFB,Departed,2023-03-21,13,1,False,ALG-CAI,Departed
2023-03-21 09:30:00,SF,1990,ALG,CZL,1,Departure,2023-03-21,OFB,Departed,2023-03-21,9,1,False,ALG-CZL,Departed
2023-03-21 22:00:00,SF,6534,ALG,ACC,4,Departure,2023-03-21,DX,Cancelled,2023-03-21,22,1,False,ALG-ACC,Cancelled
2023-03-21 15:40:00,SF,1340,ALG,OGX,1,Departure,2023-03-21,OFB,Departed,2023-03-21,15,1,False,ALG-OGX,Departed
2023-03-22 00:24:00,LH,1318,FRA,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,0,2,False,FRA-ALG,Arrived
2023-03-22 02:55:00,LH,1319,ALG,FRA,4,Departure,2023-03-22,OFB,Departed,2023-03-22,2,2,False,ALG-FRA,Departed
2023-03-22 09:50:00,V7,2439,ALG,BOD,4,Departure,2023-03-22,OFB,Departed,2023-03-22,9,2,False,ALG-BOD,Departed
2023-03-22 11:48:00,LH,1316,FRA,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,11,2,False,FRA-ALG,Arrived
2023-03-22 13:05:00,LH,1317,ALG,FRA,4,Departure,2023-03-22,OFB,Departed,2023-03-22,13,2,False,ALG-FRA,Departed
2023-03-22 13:55:00,TU,374,TUN,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,13,2,False,TUN-ALG,Arrived
2023-03-22 15:20:00,TU,375,ALG,TUN,1,Departure,2023-03-22,OFB,Departed,2023-03-22,15,2,False,ALG-TUN,Departed
2023-03-22 17:25:00,TK,652,ALG,IST,4,Departure,2023-03-22,OFB,Departed,2023-03-22,17,2,False,ALG-IST,Departed
2023-03-22 15:36:00,XY,661,JED,ALG,2,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,JED-ALG,Arrived
2023-03-22 17:00:00,XY,662,ALG,MED,2,Departure,2023-03-22,OFB,Departed,2023-03-22,17,2,False,ALG-MED,Departed
2023-03-22 15:00:00,TK,651,IST,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,15,2,False,IST-ALG,Arrived
2023-03-22 23:20:00,TK,655,IST,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,23,2,False,IST-ALG,Arrived
2023-03-22 08:25:00,V7,2438,BOD,ALG,4,Arrival,2023-03-22,ONB,Arrived,2023-03-22,8,2,False,BOD-ALG,Arrived
2023-03-22 14:12:00,EK,757,DXB,ALG,1,Arrival,2023-03-22,ONB,Arrived,2023-03-22,14,2,False,DXB-ALG,Arrived
