operationtime,airline,flightnum,departureairport,arrivalairport,terminal,departure/arrival,origindate,codecontext,status_text,date,hour,weekday,is_weekend,route,status_group
2021-12-29 16:49:00,AH,1011,ORY,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,ORY-ALG,Arrived
2021-12-29 18:30:00,AH,2014,ALG,BCN,4,Departure,2021-12-29,OFB,Departed,2021-12-29,18,2,False,ALG-BCN,Departed
2021-12-29 12:09:00,LH,1316,FRA,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,12,2,False,FRA-ALG,Arrived
2021-12-29 13:25:00,LH,1317,ALG,FRA,4,Departure,2021-12-29,OFB,Departed,2021-12-29,13,2,False,ALG-FRA,Departed
2021-12-29 10:03:00,5O,1051,CDG,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,10,2,False,CDG-ALG,Arrived
2021-12-29 11:20:00,5O,1052,ALG,CDG,4,Departure,2021-12-29,OFB,Departed,2021-12-29,11,2,False,ALG-CDG,Departed
2021-12-29 08:14:00,AH,2701,YUL,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,8,2,False,YUL-ALG,Arrived
2021-12-29 10:45:00,AH,6288,ALG,TMR,1,Departure,2021-12-29,OFB,Departed,2021-12-29,10,2,False,ALG-TMR,Departed
2021-12-29 12:33:00,AF,4144,CDG,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,12,2,False,CDG-ALG,Arrived
2021-12-29 14:55:00,AF,4145,ALG,CDG,4,Departure,2021-12-29,OFB,Departed,2021-12-29,14,2,False,ALG-CDG,Departed
2021-12-29 13:23:00,QR,1379,DOH,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,13,2,False,DOH-ALG,Arrived
2021-12-29 15:10:00,QR,1380,ALG,DOH,1,Departure,2021-12-29,OFB,Departed,2021-12-29,15,2,False,ALG-DOH,Departed
2021-12-29 14:48:00,TK,651,IST,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,14,2,False,IST-ALG,Arrived
2021-12-29 16:55:00,TK,652,ALG,IST,1,Departure,2021-12-29,OFB,Departed,2021-12-29,16,2,False,ALG-IST,Departed
2021-12-29 16:57:00,TO,4540,MPL,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,MPL-ALG,Arrived
2021-12-29 18:20:00,TO,4541,ALG,MPL,4,Departure,2021-12-29,OFB,Departed,2021-12-29,18,2,False,ALG-MPL,Departed
2021-12-29 22:03:00,AH,2015,BCN,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,22,2,False,BCN-ALG,Arrived
2021-12-29 20:52:00,AH,4003,TUN,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,20,2,False,TUN-ALG,Arrived
2021-12-29 18:35:00,AH,6006,ALG,AAE,1,Departure,2021-12-29,OFB,Departed,2021-12-29,18,2,False,ALG-AAE,Departed
2021-12-29 19:50:00,AH,6195,CZL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,19,2,False,CZL-ALG,Arrived
2021-12-29 20:15:00,AH,6106,ALG,ORN,1,Departure,2021-12-29,OFB,Departed,2021-12-29,20,2,False,ALG-ORN,Departed
2021-12-29 17:55:00,AH,6183,ORN,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,ORN-ALG,Arrived
2021-12-30 08:15:00,TO,4680,NTE,ALG,4,Arrival,2021-12-30,DX,Cancelled,2021-12-30,8,3,False,NTE-ALG,Cancelled
2021-12-30 09:15:00,TO,4681,ALG,NTE,4,Departure,2021-12-30,DX,Cancelled,2021-12-30,9,3,False,ALG-NTE,Cancelled
2021-12-30 08:48:00,TO,4080,ORY,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,8,3,False,ORY-ALG,Arrived
2021-12-30 10:05:00,TO,4081,ALG,ORY,4,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-ORY,Departed
2021-12-30 10:25:00,AF,1554,CDG,ALG,4,Arrival,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,10,3,False,CDG-ALG,Scheduled_OnTime
2021-12-30 11:00:00,AF,1555,ALG,CDG,4,Departure,2021-12-30,OFB,Departed,2021-12-30,11,3,False,ALG-CDG,Departed
2021-12-29 18:27:00,AH,3017,IST,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,18,2,False,IST-ALG,Arrived
2021-12-29 19:15:00,AH,6026,ALG,CZL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,19,2,False,ALG-CZL,Departed
2021-12-29 17:40:00,AH,6217,OGX,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,OGX-ALG,Arrived
2021-12-30 12:35:00,VY,7476,BCN,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,12,3,False,BCN-ALG,Arrived
2021-12-30 13:30:00,VY,7477,ALG,BCN,4,Departure,2021-12-30,OFB,Departed,2021-12-30,13,3,False,ALG-BCN,Departed
2021-12-30 10:10:00,5O,1051,CDG,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,10,3,False,CDG-ALG,Arrived
2021-12-30 11:20:00,5O,1052,ALG,CDG,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,11,3,False,ALG-CDG,Scheduled_OnTime
2021-12-30 09:23:00,AF,1384,CDG,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,9,3,False,CDG-ALG,Arrived
2021-12-30 11:55:00,BA,2546,LHR,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,11,3,False,LHR-ALG,Arrived
2021-12-30 12:50:00,BA,2547,ALG,LHR,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,12,3,False,ALG-LHR,Scheduled_OnTime
2021-12-30 12:00:00,AF,4144,CDG,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,12,3,False,CDG-ALG,Arrived
2021-12-30 14:30:00,AF,4145,ALG,CDG,4,Departure,2021-12-30,OFB,Departed,2021-12-30,14,3,False,ALG-CDG,Departed
2021-12-30 12:40:00,AH,2700,ALG,YUL,4,Departure,2021-12-30,OFB,Departed,2021-12-30,12,3,False,ALG-YUL,Departed
2021-12-30 11:38:00,5O,1037,CDG,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,11,3,False,CDG-ALG,Arrived
2021-12-30 12:50:00,5O,1026,ALG,LYS,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,12,3,False,ALG-LYS,Scheduled_OnTime
2021-12-30 17:14:00,5O,1025,LYS,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,17,3,False,LYS-ALG,Arrived
2021-12-30 18:30:00,5O,1038,ALG,CDG,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,18,3,False,ALG-CDG,Scheduled_OnTime
2021-12-30 12:00:00,V7,2438,BOD,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,12,3,False,BOD-ALG,Arrived
2021-12-30 13:05:00,V7,2439,ALG,BOD,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,13,3,False,ALG-BOD,Scheduled_OnTime
2021-12-30 13:39:00,EK,757,DXB,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,13,3,False,DXB-ALG,Arrived
2021-12-30 15:32:00,TK,651,IST,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,15,3,False,IST-ALG,Arrived
2021-12-30 17:25:00,TK,652,ALG,IST,1,Departure,2021-12-30,OFB,Departed,2021-12-30,17,3,False,ALG-IST,Departed
2021-12-30 17:33:00,TU,374,TUN,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,17,3,False,TUN-ALG,Arrived
2021-12-30 18:20:00,TU,375,ALG,TUN,1,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,18,3,False,ALG-TUN,Scheduled_OnTime
2021-12-30 18:45:00,TO,4088,ORY,ALG,4,Arrival,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,18,3,False,ORY-ALG,Scheduled_OnTime
2021-12-30 19:45:00,TO,4089,ALG,ORY,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,19,3,False,ALG-ORY,Scheduled_OnTime
2021-12-30 19:25:00,TO,4084,ORY,ALG,4,Arrival,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,19,3,False,ORY-ALG,Scheduled_OnTime
2021-12-30 20:25:00,TO,4085,ALG,ORY,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,20,3,False,ALG-ORY,Scheduled_OnTime
2021-12-30 20:20:00,TO,4800,LYS,ALG,4,Arrival,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,20,3,False,LYS-ALG,Scheduled_OnTime
2021-12-30 21:20:00,TO,4801,ALG,LYS,4,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,21,3,False,ALG-LYS,Scheduled_OnTime
2021-12-29 17:20:00,AH,2071,FRA,ALG,4,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,FRA-ALG,Arrived
2021-12-30 15:40:00,AH,1011,ORY,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,15,3,False,ORY-ALG,Arrived
2021-12-30 15:25:00,AH,2025,FCO,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,15,3,False,FCO-ALG,Arrived
2021-12-30 17:10:00,AH,1001,CDG,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,17,3,False,CDG-ALG,Arrived
2021-12-30 19:19:00,AH,3017,IST,ALG,4,Arrival,2021-12-30,ONB,Arrived,2021-12-30,19,3,False,IST-ALG,Arrived
2021-12-30 09:25:00,AH,1010,ALG,ORY,4,Departure,2021-12-30,OFB,Departed,2021-12-30,9,3,False,ALG-ORY,Departed
2021-12-30 10:30:00,AH,3016,ALG,IST,4,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-IST,Departed
2021-12-30 11:00:00,AH,1000,ALG,CDG,4,Departure,2021-12-30,OFB,Departed,2021-12-30,11,3,False,ALG-CDG,Departed
2021-12-30 10:50:00,AH,2024,ALG,FCO,4,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-FCO,Departed
2021-12-30 17:45:00,AH,4062,ALG,DXB,4,Departure,2021-12-30,OFB,Departed,2021-12-30,17,3,False,ALG-DXB,Departed
2021-12-30 17:00:00,EK,758,ALG,DXB,1,Departure,2021-12-30,OFB,Departed,2021-12-30,17,3,False,ALG-DXB,Departed
2021-12-29 10:20:00,TO,4080,ORY,ALG,4,Arrival,2021-12-29,DX,Cancelled,2021-12-29,10,2,False,ORY-ALG,Cancelled
2021-12-29 11:20:00,TO,4081,ALG,ORY,4,Departure,2021-12-29,DX,Cancelled,2021-12-29,11,2,False,ALG-ORY,Cancelled
2021-12-29 08:27:00,SF,1803,HME,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,8,2,False,HME-ALG,Arrived
2021-12-29 10:00:00,SF,1918,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,10,2,False,ALG-HME,Departed
2021-12-29 09:40:00,AH,6027,CZL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,9,2,False,CZL-ALG,Arrived
2021-12-29 09:10:00,AH,6107,ORN,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,9,2,False,ORN-ALG,Arrived
2021-12-29 09:05:00,AH,6007,AAE,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,9,2,False,AAE-ALG,Arrived
2021-12-29 11:10:00,AH,6040,ALG,BSK,1,Departure,2021-12-29,OFB,Departed,2021-12-29,11,2,False,ALG-BSK,Departed
2021-12-29 09:14:00,SF,1993,BJA,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,9,2,False,BJA-ALG,Arrived
2021-12-29 10:54:00,SF,1961,ORN,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,10,2,False,ORN-ALG,Arrived
2021-12-29 11:25:00,AH,6191,CZL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,11,2,False,CZL-ALG,Arrived
2021-12-29 12:20:00,AH,6226,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,12,2,False,ALG-HME,Departed
2021-12-29 11:30:00,AH,6253,ELU,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,11,2,False,ELU-ALG,Arrived
2021-12-29 12:15:00,AH,6171,AAE,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,12,2,False,AAE-ALG,Arrived
2021-12-29 13:55:00,AH,6041,BSK,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,13,2,False,BSK-ALG,Arrived
2021-12-29 13:10:00,AH,6059,GJL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,13,2,False,GJL-ALG,Arrived
2021-12-29 15:00:00,AH,6176,ALG,AAE,1,Departure,2021-12-29,OFB,Departed,2021-12-29,15,2,False,ALG-AAE,Departed
2021-12-29 13:20:00,SF,1101,HME,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,13,2,False,HME-ALG,Arrived
2021-12-29 13:55:00,AH,6125,TID,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,13,2,False,TID-ALG,Arrived
2021-12-29 14:03:00,SF,1969,CZL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,14,2,False,CZL-ALG,Arrived
2021-12-29 15:22:00,SF,2117,CZL,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,15,2,False,CZL-ALG,Arrived
2021-12-29 16:30:00,AH,6292,TMR,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,TMR-ALG,Arrived
2021-12-29 16:52:00,SF,1123,HME,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,HME-ALG,Arrived
2021-12-29 16:25:00,AH,6033,TEE,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,TEE-ALG,Arrived
2021-12-29 17:20:00,AH,6222,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,17,2,False,ALG-HME,Departed
2021-12-29 16:40:00,AH,6227,HME,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,HME-ALG,Arrived
2021-12-29 17:15:00,AH,6289,TMR,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,TMR-ALG,Arrived
2021-12-29 16:16:00,SF,1321,IAM,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,16,2,False,IAM-ALG,Arrived
2021-12-29 18:00:00,SF,1908,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,18,2,False,ALG-HME,Departed
2021-12-29 15:25:00,SF,1213,IAM,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,15,2,False,IAM-ALG,Arrived
2021-12-29 17:05:00,AH,6297,INZ,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,INZ-ALG,Arrived
2021-12-29 17:45:00,AH,6157,TMX,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,TMX-ALG,Arrived
2021-12-29 17:35:00,AH,6177,AAE,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,17,2,False,AAE-ALG,Arrived
2021-12-29 18:35:00,AH,6103,ORN,ALG,1,Arrival,2021-12-29,ONB,Arrived,2021-12-29,18,2,False,ORN-ALG,Arrived
2021-12-29 07:00:00,SF,1100,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,7,2,False,ALG-HME,Departed
2021-12-29 08:35:00,AH,6292,ALG,DJG,1,Departure,2021-12-29,OFB,Departed,2021-12-29,8,2,False,ALG-DJG,Departed
2021-12-29 08:10:00,AH,6100,ALG,ORN,1,Departure,2021-12-29,OFB,Departed,2021-12-29,8,2,False,ALG-ORN,Departed
2021-12-29 08:35:00,AH,6252,ALG,ELU,1,Departure,2021-12-29,OFB,Departed,2021-12-29,8,2,False,ALG-ELU,Departed
2021-12-29 08:20:00,AH,6190,ALG,CZL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,8,2,False,ALG-CZL,Departed
2021-12-29 08:30:00,SF,2116,ALG,CZL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,8,2,False,ALG-CZL,Departed
2021-12-29 09:00:00,SF,1122,ALG,HME,1,Departure,2021-12-29,OFB,Departed,2021-12-29,9,2,False,ALG-HME,Departed
2021-12-29 09:05:00,AH,6170,ALG,AAE,1,Departure,2021-12-29,OFB,Departed,2021-12-29,9,2,False,ALG-AAE,Departed
2021-12-29 10:50:00,AH,6058,ALG,GJL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,10,2,False,ALG-GJL,Departed
2021-12-29 11:40:00,AH,6124,ALG,TID,1,Departure,2021-12-29,OFB,Departed,2021-12-29,11,2,False,ALG-TID,Departed
2021-12-29 12:45:00,AH,6032,ALG,TEE,1,Departure,2021-12-29,OFB,Departed,2021-12-29,12,2,False,ALG-TEE,Departed
2021-12-29 13:30:00,AH,6156,ALG,TMX,1,Departure,2021-12-29,OFB,Departed,2021-12-29,13,2,False,ALG-TMX,Departed
2021-12-29 14:20:00,AH,6216,ALG,OGX,1,Departure,2021-12-29,OFB,Departed,2021-12-29,14,2,False,ALG-OGX,Departed
2021-12-29 14:45:00,AH,6182,ALG,ORN,1,Departure,2021-12-29,OFB,Departed,2021-12-29,14,2,False,ALG-ORN,Departed
2021-12-29 15:30:00,SF,2110,ALG,CZL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,15,2,False,ALG-CZL,Departed
2021-12-29 15:50:00,AH,6144,ALG,AZR,1,Departure,2021-12-29,OFB,Departed,2021-12-29,15,2,False,ALG-AZR,Departed
2021-12-29 16:55:00,AH,6194,ALG,CZL,1,Departure,2021-12-29,OFB,Departed,2021-12-29,16,2,False,ALG-CZL,Departed
2021-12-29 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-29,OFB,Departed,2021-12-29,18,2,False,ALG-GHA,Departed
2021-12-29 09:10:00,AH,1010,ALG,ORY,4,Departure,2021-12-29,OFB,Departed,2021-12-29,9,2,False,ALG-ORY,Departed
2021-12-29 10:20:00,AH,3016,ALG,IST,4,Departure,2021-12-29,OFB,Departed,2021-12-29,10,2,False,ALG-IST,Departed
2021-12-29 10:15:00,AH,2070,ALG,FRA,4,Departure,2021-12-29,OFB,Departed,2021-12-29,10,2,False,ALG-FRA,Departed
2021-12-29 16:55:00,AH,4002,ALG,TUN,4,Departure,2021-12-29,OFB,Departed,2021-12-29,16,2,False,ALG-TUN,Departed
2021-12-31 17:27:00,AH,6039,BLJ,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,17,4,False,BLJ-ALG,Arrived
2021-12-31 08:40:00,TO,4080,ORY,ALG,4,Arrival,2021-12-31,DX,Cancelled,2021-12-31,8,4,False,ORY-ALG,Cancelled
2021-12-31 09:40:00,TO,4081,ALG,ORY,4,Departure,2021-12-31,DX,Cancelled,2021-12-31,9,4,False,ALG-ORY,Cancelled
2021-12-31 09:30:00,SF,2374,ALG,ELU,1,Departure,2021-12-31,OFB,Departed,2021-12-31,9,4,False,ALG-ELU,Departed
2021-12-31 19:00:00,AH,6106,ALG,ORN,1,Departure,2021-12-31,OFB,Departed,2021-12-31,19,4,False,ALG-ORN,Departed
2021-12-30 15:45:00,SF,1810,ALG,ORN,1,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,15,3,False,ALG-ORN,Scheduled_OnTime
2021-12-31 09:35:00,AH,6007,AAE,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,9,4,False,AAE-ALG,Arrived
2021-12-30 18:15:00,SF,1802,ALG,HME,1,Departure,2021-12-30,DEL,Delayed,2021-12-30,18,3,False,ALG-HME,Delayed
2021-12-30 08:30:00,SF,1120,ALG,HME,1,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,8,3,False,ALG-HME,Scheduled_OnTime
2021-12-30 14:00:00,SF,1870,ALG,ORN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,14,3,False,ALG-ORN,Departed
2021-12-30 18:00:00,SF,2202,ALG,ORN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,18,3,False,ALG-ORN,Departed
2021-12-30 10:00:00,SF,1320,ALG,IAM,1,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,10,3,False,ALG-IAM,Scheduled_OnTime
2021-12-30 17:40:00,SF,1201,HME,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,17,3,False,HME-ALG,Arrived
2021-12-30 08:09:00,SF,1909,HME,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,8,3,False,HME-ALG,Arrived
2021-12-30 15:40:00,SF,1301,IAM,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,15,3,False,IAM-ALG,Arrived
2021-12-31 14:50:00,AH,6192,ALG,CZL,1,Departure,2021-12-31,OFB,Departed,2021-12-31,14,4,False,ALG-CZL,Departed
2021-12-30 18:10:00,SF,1851,CBH,ALG,1,Arrival,2021-12-30,DEL,Delayed,2021-12-30,18,3,False,CBH-ALG,Delayed
2021-12-31 10:30:00,AH,6190,ALG,CZL,1,Departure,2021-12-31,OFB,Departed,2021-12-31,10,4,False,ALG-CZL,Departed
2021-12-30 16:16:00,SF,1321,IAM,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,16,3,False,IAM-ALG,Arrived
2021-12-31 17:15:00,AH,2014,ALG,BCN,4,Departure,2021-12-31,OFB,Departed,2021-12-31,17,4,False,ALG-BCN,Departed
2021-12-30 09:27:00,SF,2111,CZL,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,9,3,False,CZL-ALG,Arrived
2021-12-30 17:10:00,SF,1121,HME,ALG,1,Arrival,2021-12-30,ONB,Arrived,2021-12-30,17,3,False,HME-ALG,Arrived
2021-12-31 09:10:00,AH,1010,ALG,ORY,4,Departure,2021-12-31,OFB,Departed,2021-12-31,9,4,False,ALG-ORY,Departed
2021-12-31 17:25:00,AH,6176,ALG,AAE,1,Departure,2021-12-31,OFB,Departed,2021-12-31,17,4,False,ALG-AAE,Departed
2021-12-31 10:30:00,AH,6118,ALG,TLM,1,Departure,2021-12-31,OFB,Departed,2021-12-31,10,4,False,ALG-TLM,Departed
2021-12-31 14:00:00,AH,6252,ALG,ELU,1,Departure,2021-12-31,OFB,Departed,2021-12-31,14,4,False,ALG-ELU,Departed
2021-12-31 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-31,OFB,Departed,2021-12-31,18,4,False,ALG-GHA,Departed
2021-12-30 19:00:00,AH,6106,ALG,ORN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,19,3,False,ALG-ORN,Departed
2021-12-31 15:35:00,AH,6227,HME,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,15,4,False,HME-ALG,Arrived
2021-12-30 14:00:00,AH,6052,ALG,BJA,1,Departure,2021-12-30,DEL,Delayed,2021-12-30,14,3,False,ALG-BJA,Delayed
2021-12-31 11:30:00,AH,6318,ALG,ELG,1,Departure,2021-12-31,OFB,Departed,2021-12-31,11,4,False,ALG-ELG,Departed
2021-12-31 09:25:00,AH,6232,ALG,TMR,1,Departure,2021-12-31,OFB,Departed,2021-12-31,9,4,False,ALG-TMR,Departed
2021-12-31 15:00:00,AH,6184,ALG,ORN,1,Departure,2021-12-31,OFB,Departed,2021-12-31,15,4,False,ALG-ORN,Departed
2021-12-30 13:45:00,AH,6216,ALG,OGX,1,Departure,2021-12-30,OFB,Departed,2021-12-30,13,3,False,ALG-OGX,Departed
2021-12-30 10:25:00,AH,6056,ALG,GJL,1,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-GJL,Departed
2021-12-30 08:30:00,AH,6190,ALG,CZL,1,Departure,2021-12-30,OFB,Departed,2021-12-30,8,3,False,ALG-CZL,Departed
2021-12-31 09:25:00,AH,3000,ALG,SVO,4,Departure,2021-12-31,OFB,Departed,2021-12-31,9,4,False,ALG-SVO,Departed
2021-12-31 08:35:00,AH,6170,ALG,AAE,1,Departure,2021-12-31,OFB,Departed,2021-12-31,8,4,False,ALG-AAE,Departed
2021-12-31 10:45:00,AH,6146,ALG,TIN,1,Departure,2021-12-31,OFB,Departed,2021-12-31,10,4,False,ALG-TIN,Departed
2021-12-31 13:00:00,AH,6216,ALG,OGX,1,Departure,2021-12-31,OFB,Departed,2021-12-31,13,4,False,ALG-OGX,Departed
2021-12-31 17:50:00,AH,6222,ALG,HME,1,Departure,2021-12-31,OFB,Departed,2021-12-31,17,4,False,ALG-HME,Departed
2021-12-31 22:13:00,AH,4063,DXB,ALG,4,Arrival,2021-12-31,ONB,Arrived,2021-12-31,22,4,False,DXB-ALG,Arrived
2021-12-31 10:25:00,AH,6266,ALG,TGR,1,Departure,2021-12-31,OFB,Departed,2021-12-31,10,4,False,ALG-TGR,Departed
2021-12-31 18:20:00,SF,2203,ORN,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,18,4,False,ORN-ALG,Arrived
2021-12-31 16:55:00,AH,6465,INZ,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,16,4,False,INZ-ALG,Arrived
2021-12-31 13:00:00,AH,6033,TEE,ALG,1,Arrival,2021-12-31,ONB,Arrived,2021-12-31,13,4,False,TEE-ALG,Arrived
2021-12-31 09:39:00,AF,1384,CDG,ALG,4,Arrival,2021-12-31,ONB,Arrived,2021-12-31,9,4,False,CDG-ALG,Arrived
2021-12-31 11:20:00,AF,1555,ALG,CDG,4,Departure,2021-12-31,OFB,Departed,2021-12-31,11,4,False,ALG-CDG,Departed
2021-12-30 08:00:00,AH,6180,ALG,ORN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,8,3,False,ALG-ORN,Departed
2021-12-30 12:45:00,AH,6070,ALG,LOO,1,Departure,2021-12-30,OFB,Departed,2021-12-30,12,3,False,ALG-LOO,Departed
2021-12-30 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-30,OFB,Departed,2021-12-30,18,3,False,ALG-GHA,Departed
2021-12-30 08:45:00,AH,6252,ALG,ELU,1,Departure,2021-12-30,OFB,Departed,2021-12-30,8,3,False,ALG-ELU,Departed
2021-12-30 15:10:00,AH,6184,ALG,ORN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,15,3,False,ALG-ORN,Departed
2021-12-30 10:05:00,AH,6146,ALG,TIN,1,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-TIN,Departed
2021-12-30 15:15:00,AH,6140,ALG,AZR,1,Departure,2021-12-30,OFB,Departed,2021-12-30,15,3,False,ALG-AZR,Departed
2021-12-30 11:00:00,AH,6132,ALG,CBH,1,Departure,2021-12-30,OFB,Departed,2021-12-30,11,3,False,ALG-CBH,Departed
2021-12-30 17:20:00,AH,6222,ALG,HME,1,Departure,2021-12-30,OFB,Departed,2021-12-30,17,3,False,ALG-HME,Departed
2021-12-30 09:00:00,SF,1850,ALG,CBH,1,Departure,2021-12-30,SCT,Scheduled_OnTime,2021-12-30,9,3,False,ALG-CBH,Scheduled_OnTime
2021-12-30 10:30:00,AH,6266,ALG,TGR,1,Departure,2021-12-30,OFB,Departed,2021-12-30,10,3,False,ALG-TGR,Departed
2021-12-30 09:30:00,AH,6142,ALG,AZR,1,Departure,2021-12-30,OFB,Departed,2021-12-30,9,3,False,ALG-AZR,Departed
