Operation time,Airline,Flight Num,Departure Airport,Arrival Airport ,Terminal,Departure / Arrival ,Origin Date,CodeContext
2021-12-29 16:49:00,AH,1011,ORY,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 18:30:00,AH,2014,ALG,BCN,4,Departure,2021-12-29,OFB
2021-12-29 12:09:00,LH,1316,FRA,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 13:25:00,LH,1317,ALG,FRA,4,Departure,2021-12-29,OFB
2021-12-29 10:03:00,5O,1051,CDG,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 11:20:00,5O,1052,ALG,CDG,4,Departure,2021-12-29,OFB
2021-12-29 8:14:00,AH,2701,YUL,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 10:45:00,AH,6288,ALG,TMR,1,Departure,2021-12-29,OFB
2021-12-29 12:33:00,AF,4144,CDG,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 14:55:00,AF,4145,ALG,CDG,4,Departure,2021-12-29,OFB
2021-12-29 13:23:00,QR,1379,DOH,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 15:10:00,QR,1380,ALG,DOH,1,Departure,2021-12-29,OFB
2021-12-29 14:48:00,TK,651,IST,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 16:55:00,TK,652,ALG,IST,1,Departure,2021-12-29,OFB
2021-12-29 16:57:00,TO,4540,MPL,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 18:20:00,TO,4541,ALG,MPL,4,Departure,2021-12-29,OFB
2021-12-29 22:03:00,AH,2015,BCN,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 20:52:00,AH,4003,TUN,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 18:35:00,AH,6006,ALG,AAE,1,Departure,2021-12-29,OFB
2021-12-29 19:50:00,AH,6195,CZL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 20:15:00,AH,6106,ALG,ORN,1,Departure,2021-12-29,OFB
2021-12-29 17:55:00,AH,6183,ORN,ALG,1,Arrival,2021-12-29,ONB
2021-12-30 8:15:00,TO,4680,NTE,ALG,0,Arrival,2021-12-30,DX
2021-12-30 9:15:00,TO,4681,ALG,NTE,0,Departure,2021-12-30,DX
2021-12-30 8:48:00,TO,4080,ORY,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 10:05:00,TO,4081,ALG,ORY,4,Departure,2021-12-30,OFB
2021-12-30 10:25:00,AF,1554,CDG,ALG,4,Arrival,2021-12-30,SCT
2021-12-30 11:00:00,AF,1555,ALG,CDG,4,Departure,2021-12-30,OFB
2021-12-29 18:27:00,AH,3017,IST,ALG,4,Arrival,2021-12-29,ONB
2021-12-29 19:15:00,AH,6026,ALG,CZL,1,Departure,2021-12-29,OFB
2021-12-29 17:40:00,AH,6217,OGX,ALG,1,Arrival,2021-12-29,ONB
2021-12-30 12:35:00,VY,7476,BCN,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 13:30:00,VY,7477,ALG,BCN,4,Departure,2021-12-30,OFB
2021-12-30 10:10:00,5O,1051,CDG,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 11:20:00,5O,1052,ALG,CDG,4,Departure,2021-12-30,SCT
2021-12-30 9:23:00,AF,1384,CDG,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 11:55:00,BA,2546,LHR,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 12:50:00,BA,2547,ALG,LHR,4,Departure,2021-12-30,SCT
2021-12-30 12:00:00,AF,4144,CDG,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 14:30:00,AF,4145,ALG,CDG,4,Departure,2021-12-30,OFB
2021-12-30 12:40:00,AH,2700,ALG,YUL,4,Departure,2021-12-30,OFB
2021-12-30 11:38:00,5O,1037,CDG,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 12:50:00,5O,1026,ALG,LYS,4,Departure,2021-12-30,SCT
2021-12-30 17:14:00,5O,1025,LYS,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 18:30:00,5O,1038,ALG,CDG,4,Departure,2021-12-30,SCT
2021-12-30 12:00:00,V7,2438,BOD,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 13:05:00,V7,2439,ALG,BOD,4,Departure,2021-12-30,SCT
2021-12-30 13:39:00,EK,757,DXB,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:32:00,TK,651,IST,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 17:25:00,TK,652,ALG,IST,1,Departure,2021-12-30,OFB
2021-12-30 17:33:00,TU,374,TUN,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 18:20:00,TU,375,ALG,TUN,1,Departure,2021-12-30,SCT
2021-12-30 18:45:00,TO,4088,ORY,ALG,4,Arrival,2021-12-30,SCT
2021-12-30 19:45:00,TO,4089,ALG,ORY,4,Departure,2021-12-30,SCT
2021-12-30 19:25:00,TO,4084,ORY,ALG,4,Arrival,2021-12-30,SCT
2021-12-30 20:25:00,TO,4085,ALG,ORY,4,Departure,2021-12-30,SCT
2021-12-30 20:20:00,TO,4800,LYS,ALG,4,Arrival,2021-12-30,SCT
2021-12-30 21:20:00,TO,4801,ALG,LYS,4,Departure,2021-12-30,SCT
2021-12-29 17:20:00,AH,2071,FRA,ALG,4,Arrival,2021-12-29,ONB
2021-12-30 15:40:00,AH,1011,ORY,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 15:25:00,AH,2025,FCO,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 17:10:00,AH,1001,CDG,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 19:19:00,AH,3017,IST,ALG,4,Arrival,2021-12-30,ONB
2021-12-30 9:25:00,AH,1010,ALG,ORY,4,Departure,2021-12-30,OFB
2021-12-30 10:30:00,AH,3016,ALG,IST,4,Departure,2021-12-30,OFB
2021-12-30 11:00:00,AH,1000,ALG,CDG,4,Departure,2021-12-30,OFB
2021-12-30 10:50:00,AH,2024,ALG,FCO,4,Departure,2021-12-30,OFB
2021-12-30 17:45:00,AH,4062,ALG,DXB,4,Departure,2021-12-30,OFB
2021-12-30 17:00:00,EK,758,ALG,DXB,1,Departure,2021-12-30,OFB
2021-12-29 10:20:00,TO,4080,ORY,ALG,4,Arrival,2021-12-29,DX
2021-12-29 11:20:00,TO,4081,ALG,ORY,4,Departure,2021-12-29,DX
2021-12-29 8:27:00,SF,1803,HME,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 10:00:00,SF,1918,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 9:40:00,AH,6027,CZL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 9:10:00,AH,6107,ORN,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 9:05:00,AH,6007,AAE,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 11:10:00,AH,6040,ALG,BSK,1,Departure,2021-12-29,OFB
2021-12-29 9:14:00,SF,1993,BJA,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 10:54:00,SF,1961,ORN,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 11:25:00,AH,6191,CZL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 12:20:00,AH,6226,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 11:30:00,AH,6253,ELU,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 12:15:00,AH,6171,AAE,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 13:55:00,AH,6041,BSK,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 13:10:00,AH,6059,GJL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 15:00:00,AH,6176,ALG,AAE,1,Departure,2021-12-29,OFB
2021-12-29 13:20:00,SF,1101,HME,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 13:55:00,AH,6125,TID,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 14:03:00,SF,1969,CZL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 15:22:00,SF,2117,CZL,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 16:30:00,AH,6292,TMR,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 16:52:00,SF,1123,HME,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 16:25:00,AH,6033,TEE,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 17:20:00,AH,6222,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 16:40:00,AH,6227,HME,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 17:15:00,AH,6289,TMR,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 16:16:00,SF,1321,IAM,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 18:00:00,SF,1908,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 15:25:00,SF,1213,IAM,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 17:05:00,AH,6297,INZ,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 17:45:00,AH,6157,TMX,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 17:35:00,AH,6177,AAE,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 18:35:00,AH,6103,ORN,ALG,1,Arrival,2021-12-29,ONB
2021-12-29 7:00:00,SF,1100,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 8:35:00,AH,6292,ALG,DJG,1,Departure,2021-12-29,OFB
2021-12-29 8:10:00,AH,6100,ALG,ORN,1,Departure,2021-12-29,OFB
2021-12-29 8:35:00,AH,6252,ALG,ELU,1,Departure,2021-12-29,OFB
2021-12-29 8:20:00,AH,6190,ALG,CZL,1,Departure,2021-12-29,OFB
2021-12-29 8:30:00,SF,2116,ALG,CZL,1,Departure,2021-12-29,OFB
2021-12-29 9:00:00,SF,1122,ALG,HME,1,Departure,2021-12-29,OFB
2021-12-29 9:05:00,AH,6170,ALG,AAE,1,Departure,2021-12-29,OFB
2021-12-29 10:50:00,AH,6058,ALG,GJL,1,Departure,2021-12-29,OFB
2021-12-29 11:40:00,AH,6124,ALG,TID,1,Departure,2021-12-29,OFB
2021-12-29 12:45:00,AH,6032,ALG,TEE,1,Departure,2021-12-29,OFB
2021-12-29 13:30:00,AH,6156,ALG,TMX,1,Departure,2021-12-29,OFB
2021-12-29 14:20:00,AH,6216,ALG,OGX,1,Departure,2021-12-29,OFB
2021-12-29 14:45:00,AH,6182,ALG,ORN,1,Departure,2021-12-29,OFB
2021-12-29 15:30:00,SF,2110,ALG,CZL,1,Departure,2021-12-29,OFB
2021-12-29 15:50:00,AH,6144,ALG,AZR,1,Departure,2021-12-29,OFB
2021-12-29 16:55:00,AH,6194,ALG,CZL,1,Departure,2021-12-29,OFB
2021-12-29 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-29,OFB
2021-12-29 9:10:00,AH,1010,ALG,ORY,4,Departure,2021-12-29,OFB
2021-12-29 10:20:00,AH,3016,ALG,IST,4,Departure,2021-12-29,OFB
2021-12-29 10:15:00,AH,2070,ALG,FRA,4,Departure,2021-12-29,OFB
2021-12-29 16:55:00,AH,4002,ALG,TUN,4,Departure,2021-12-29,OFB
2021-12-31 17:27:00,AH,6039,BLJ,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 8:40:00,TO,4080,ORY,ALG,W,Arrival,2021-12-31,DX
2021-12-31 9:40:00,TO,4081,ALG,ORY,W,Departure,2021-12-31,DX
2021-12-31 9:30:00,SF,2374,ALG,ELU,1,Departure,2021-12-31,OFB
2021-12-31 19:00:00,AH,6106,ALG,ORN,1,Departure,2021-12-31,OFB
2021-12-30 15:45:00,SF,1810,ALG,ORN,1,Departure,2021-12-30,SCT
2021-12-31 9:35:00,AH,6007,AAE,ALG,1,Arrival,2021-12-31,ONB
2021-12-30 18:15:00,SF,1802,ALG,HME,1,Departure,2021-12-30,DEL
2021-12-30 8:30:00,SF,1120,ALG,HME,1,Departure,2021-12-30,SCT
2021-12-30 14:00:00,SF,1870,ALG,ORN,1,Departure,2021-12-30,OFB
2021-12-30 18:00:00,SF,2202,ALG,ORN,1,Departure,2021-12-30,OFB
2021-12-30 10:00:00,SF,1320,ALG,IAM,1,Departure,2021-12-30,SCT
2021-12-30 17:40:00,SF,1201,HME,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 8:09:00,SF,1909,HME,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:40:00,SF,1301,IAM,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 14:50:00,AH,6192,ALG,CZL,1,Departure,2021-12-31,OFB
2021-12-30 18:10:00,SF,1851,CBH,ALG,1,Arrival,2021-12-30,DEL
2021-12-31 10:30:00,AH,6190,ALG,CZL,1,Departure,2021-12-31,OFB
2021-12-30 16:16:00,SF,1321,IAM,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 17:15:00,AH,2014,ALG,BCN,4,Departure,2021-12-31,OFB
2021-12-30 9:27:00,SF,2111,CZL,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 17:10:00,SF,1121,HME,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 9:10:00,AH,1010,ALG,ORY,4,Departure,2021-12-31,OFB
2021-12-31 17:25:00,AH,6176,ALG,AAE,1,Departure,2021-12-31,OFB
2021-12-31 10:30:00,AH,6118,ALG,TLM,1,Departure,2021-12-31,OFB
2021-12-31 14:00:00,AH,6252,ALG,ELU,1,Departure,2021-12-31,OFB
2021-12-31 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-31,OFB
2021-12-30 19:00:00,AH,6106,ALG,ORN,1,Departure,2021-12-30,OFB
2021-12-31 15:35:00,AH,6227,HME,ALG,1,Arrival,2021-12-31,ONB
2021-12-30 14:00:00,AH,6052,ALG,BJA,1,Departure,2021-12-30,DEL
2021-12-31 11:30:00,AH,6318,ALG,ELG,1,Departure,2021-12-31,OFB
2021-12-31 9:25:00,AH,6232,ALG,TMR,1,Departure,2021-12-31,OFB
2021-12-31 15:00:00,AH,6184,ALG,ORN,1,Departure,2021-12-31,OFB
2021-12-30 13:45:00,AH,6216,ALG,OGX,1,Departure,2021-12-30,OFB
2021-12-30 10:25:00,AH,6056,ALG,GJL,1,Departure,2021-12-30,OFB
2021-12-30 8:30:00,AH,6190,ALG,CZL,1,Departure,2021-12-30,OFB
2021-12-31 9:25:00,AH,3000,ALG,SVO,4,Departure,2021-12-31,OFB
2021-12-31 8:35:00,AH,6170,ALG,AAE,1,Departure,2021-12-31,OFB
2021-12-31 10:45:00,AH,6146,ALG,TIN,1,Departure,2021-12-31,OFB
2021-12-31 13:00:00,AH,6216,ALG,OGX,1,Departure,2021-12-31,OFB
2021-12-31 17:50:00,AH,6222,ALG,HME,1,Departure,2021-12-31,OFB
2021-12-31 22:13:00,AH,4063,DXB,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 10:25:00,AH,6266,ALG,TGR,1,Departure,2021-12-31,OFB
2021-12-31 18:20:00,SF,2203,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 16:55:00,AH,6465,INZ,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 13:00:00,AH,6033,TEE,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 9:39:00,AF,1384,CDG,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 11:20:00,AF,1555,ALG,CDG,4,Departure,2021-12-31,OFB
2021-12-30 8:00:00,AH,6180,ALG,ORN,1,Departure,2021-12-30,OFB
2021-12-30 12:45:00,AH,6070,ALG,LOO,1,Departure,2021-12-30,OFB
2021-12-30 18:30:00,AH,6200,ALG,GHA,1,Departure,2021-12-30,OFB
2021-12-30 8:45:00,AH,6252,ALG,ELU,1,Departure,2021-12-30,OFB
2021-12-30 15:10:00,AH,6184,ALG,ORN,1,Departure,2021-12-30,OFB
2021-12-30 10:05:00,AH,6146,ALG,TIN,1,Departure,2021-12-30,OFB
2021-12-30 15:15:00,AH,6140,ALG,AZR,1,Departure,2021-12-30,OFB
2021-12-30 11:00:00,AH,6132,ALG,CBH,1,Departure,2021-12-30,OFB
2021-12-30 17:20:00,AH,6222,ALG,HME,1,Departure,2021-12-30,OFB
2021-12-30 9:00:00,SF,1850,ALG,CBH,1,Departure,2021-12-30,SCT
2021-12-30 10:30:00,AH,6266,ALG,TGR,1,Departure,2021-12-30,OFB
2021-12-30 9:30:00,AH,6142,ALG,AZR,1,Departure,2021-12-30,OFB
2021-12-30 8:00:00,AH,6310,ALG,OGX,1,Departure,2021-12-30,OFB
2021-12-30 10:45:00,AH,6040,ALG,BSK,1,Departure,2021-12-30,OFB
2021-12-30 20:10:00,AH,6026,ALG,CZL,1,Departure,2021-12-30,OFB
2021-12-30 11:40:00,AH,6226,ALG,HME,1,Departure,2021-12-30,OFB
2021-12-31 9:00:00,AH,6464,ALG,AZR,1,Departure,2021-12-31,OFB
2021-12-30 12:10:00,AH,6230,ALG,TMR,1,Departure,2021-12-30,OFB
2021-12-30 19:30:00,AH,6006,ALG,AAE,1,Departure,2021-12-30,OFB
2021-12-30 9:50:00,AH,6000,ALG,AAE,1,Departure,2021-12-30,OFB
2021-12-30 11:20:00,AH,6476,ALG,EBH,1,Departure,2021-12-30,OFB
2021-12-30 9:05:00,AH,6486,ALG,VVZ,1,Departure,2021-12-30,OFB
2021-12-30 14:40:00,AH,6071,LOO,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 13:00:00,AH,6057,GJL,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 16:25:00,AH,6053,BJA,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 17:25:00,AH,6217,OGX,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 10:30:00,AH,2070,ALG,FRA,4,Departure,2021-12-31,OFB
2021-12-31 15:35:00,AH,4002,ALG,TUN,4,Departure,2021-12-31,OFB
2021-12-30 19:10:00,AH,6195,CZL,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 11:55:00,AH,6191,CZL,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 17:55:00,AH,6185,ORN,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 9:20:00,AH,6107,ORN,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 9:40:00,AH,6201,GHA,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:20:00,AH,6145,AZR,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:05:00,AH,6311,DJG,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 16:30:00,AH,6133,CBH,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 9:05:00,AH,6223,HME,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 14:20:00,AH,6267,TGR,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 9:50:00,AH,6141,AZR,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:50:00,AH,6147,TIN,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 14:10:00,AH,6143,AZR,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 8:45:00,AH,6007,AAE,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 18:15:00,AH,6231,TMR,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:15:00,AH,6227,HME,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 11:05:00,AH,6181,ORN,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 13:30:00,AH,6041,BSK,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 18:10:00,AH,6001,AAE,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 11:00:00,AH,6134,ALG,CBH,1,Departure,2021-12-31,OFB
2021-12-31 7:00:00,AH,6296,ALG,INZ,1,Departure,2021-12-31,OFB
2021-12-31 8:30:00,AH,6334,ALG,VVZ,1,Departure,2021-12-31,OFB
2021-12-31 11:20:00,AH,6226,ALG,HME,1,Departure,2021-12-31,OFB
2021-12-31 19:15:00,AH,6026,ALG,CZL,1,Departure,2021-12-31,OFB
2021-12-31 19:00:00,AH,6006,ALG,AAE,1,Departure,2021-12-31,OFB
2021-12-31 8:55:00,AH,6180,ALG,ORN,1,Departure,2021-12-31,OFB
2021-12-31 13:15:00,AH,6244,ALG,IAM,1,Departure,2021-12-31,OFB
2021-12-31 14:40:00,AH,6038,ALG,BLJ,1,Departure,2021-12-31,OFB
2021-12-31 9:30:00,AH,6032,ALG,TEE,1,Departure,2021-12-31,OFB
2021-12-31 16:50:00,AH,6217,OGX,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:15:00,AH,6193,CZL,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 13:05:00,AH,6191,CZL,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:50:00,AH,6185,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 20:58:00,AH,2015,BCN,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 15:40:00,AH,1011,ORY,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 12:15:00,AH,6171,AAE,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 20:20:00,AH,6177,AAE,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 13:35:00,AH,6119,TLM,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 9:20:00,AH,6107,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 9:45:00,AH,6201,GHA,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:45:00,AH,6319,OGX,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:05:00,AH,6253,ELU,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:32:00,AH,6232,DJG,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 20:25:00,AH,3001,SVO,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 8:25:00,AH,2701,YUL,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 17:20:00,AH,2071,FRA,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 15:50:00,AH,6141,AZR,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 9:30:00,AH,6223,HME,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 13:50:00,AH,6267,TGR,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 16:00:00,AH,6135,CBH,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:49:00,AH,6335,VVZ,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 19:40:00,AH,4003,TUN,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 14:45:00,AF,1855,ALG,CDG,4,Departure,2021-12-31,OFB
2021-12-30 17:30:00,SF,2112,ALG,CZL,1,Departure,2021-12-30,OFB
2021-12-30 15:55:00,AH,6194,ALG,CZL,1,Departure,2021-12-30,OFB
2021-12-31 16:00:00,AH,6147,TIN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 20:00:00,TO,4800,LYS,ALG,W,Arrival,2021-12-31,SCT
2021-12-31 21:00:00,TO,4801,ALG,LYS,W,Departure,2021-12-31,SCT
2021-12-31 10:15:00,AH,6027,CZL,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 8:45:00,SF,1154,ALG,HME,1,Departure,2021-12-31,OFB
2021-12-31 19:25:00,TO,4088,ORY,ALG,W,Arrival,2021-12-31,SCT
2021-12-31 20:25:00,TO,4089,ALG,ORY,W,Departure,2021-12-31,SCT
2021-12-31 11:32:00,AF,360v,ORY,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 13:05:00,AF,7395,ALG,ORY,4,Departure,2021-12-31,OFB
2021-12-30 18:05:00,AH,6253,ELU,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 14:25:00,AH,6477,EBH,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 15:55:00,AH,6487,DJG,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 9:15:00,AH,6027,CZL,ALG,1,Arrival,2021-12-30,ONB
2021-12-31 8:27:00,SF,1803,HME,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 13:27:00,SF,1811,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 15:49:00,SF,1155,HME,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 16:45:00,SF,2375,ELU,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 12:15:00,SF,2113,CZL,ALG,1,Arrival,2021-12-31,DEL
2021-12-31 13:09:00,SF,1871,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 17:00:00,SF,1300,ALG,IAM,1,Departure,2021-12-31,OFB
2021-12-31 19:25:00,AH,6245,IAM,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 15:10:00,QR,1380,ALG,DOH,1,Departure,2021-12-31,OFB
2021-12-31 13:22:00,QR,1379,DOH,ALG,1,Arrival,2021-12-31,ONB
2021-12-31 11:34:00,AZ,800,FCO,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 12:35:00,AZ,801,ALG,FCO,4,Departure,2021-12-31,OFB
2021-12-31 12:20:00,AH,6181,ORN,ALG,1,Arrival,2021-12-31,ONB
2021-12-30 13:05:00,VY,9999,ALG,BOD,0,Departure,2021-12-30,DEL
2021-12-30 16:10:00,SF,1421,RNS,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 14:20:00,AH,6257,CZL,ALG,1,Arrival,2021-12-30,ONB
2021-12-30 8:00:00,AH,6256,ALG,CZL,1,Departure,2021-12-30,SCT
2021-12-31 10:22:00,5O,1051,CDG,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 11:20:00,5O,1052,ALG,CDG,4,Departure,2021-12-31,OFB
2021-12-31 12:35:00,5O,1037,CDG,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 13:45:00,5O,1026,ALG,LYS,4,Departure,2021-12-31,OFB
2021-12-31 18:41:00,5O,1025,LYS,ALG,4,Arrival,2021-12-31,ONB
2021-12-31 19:30:00,5O,1038,ALG,CDG,4,Departure,2021-12-31,DEL
2021-12-31 13:15:00,AF,1655,CDG,ALG,4,Arrival,2021-12-31,SCT
2022-01-01 16:55:00,AH,6229,HME,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 17:05:00,AH,6297,INZ,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 18:25:00,AH,6473,VVZ,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 17:08:00,SF,1327,AAE,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 9:15:00,AH,6007,AAE,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 19:35:00,AH,6292,TMR,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 18:40:00,AH,6147,TIN,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 12:45:00,SF,1401,RNS,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 13:35:00,AH,6033,TEE,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 12:40:00,QR,1379,DOH,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 15:10:00,QR,1380,ALG,DOH,1,Departure,2022-01-01,OFB
2022-01-01 18:20:00,AH,6239,GHA,ALG,1,Arrival,2022-01-01,ONB
2022-01-01 20:30:00,AH,6106,ALG,ORN,1,Departure,2022-01-01,OFB
2022-01-01 14:50:00,AH,6056,ALG,GJL,1,Departure,2022-01-01,OFB
2022-01-01 16:00:00,AH,6192,ALG,CZL,1,Departure,2022-01-01,OFB
2022-01-01 8:30:00,AH,6190,ALG,CZL,1,Departure,2022-01-01,OFB
2022-01-01 11:00:00,AH,2024,ALG,FCO,4,Departure,2022-01-01,OFB
2022-01-01 9:10:00,AH,1010,ALG,ORY,4,Departure,2022-01-01,OFB
2022-01-01 17:00:00,AH,2014,ALG,BCN,4,Departure,2022-01-01,OFB
2022-01-01 16:00:00,AH,6176,ALG,AAE,1,Departure,2022-01-01,OFB
2022-01-01 15:00:00,AH,1020,ALG,MRS,4,Departure,2022-01-01,OFB
