Operation time,Airline,Flight Num,Departure Airport,Arrival Airport ,Terminal,Departure / Arrival ,Origin Date,CodeContext
2022-03-02 13:00:00,AH,6226,ALG,HME,1,Departure,2022-03-02,OFB
2022-03-02 15:30:00,SF,2110,ALG,CZL,1,Departure,2022-03-02,OFB
2022-03-02 8:45:00,SF,1122,ALG,HME,1,Departure,2022-03-02,OFB
2022-03-02 7:30:00,SF,1100,ALG,HME,1,Departure,2022-03-02,OFB
2022-03-02 10:00:00,SF,1918,ALG,HME,1,Departure,2022-03-02,OFB
2022-03-02 18:00:00,SF,1908,ALG,HME,1,Departure,2022-03-02,OFB
2022-03-02 17:45:00,SF,2221,ORN,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 16:00:00,SF,2203,ORN,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 10:37:00,SF,1993,BJA,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 16:00:00,SF,1321,IAM,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 16:35:00,SF,1123,HME,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 14:25:00,SF,1101,HME,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 15:10:00,SF,1969,CZL,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 18:35:00,AH,6006,ALG,AAE,1,Departure,2022-03-02,OFB
2022-03-02 11:25:00,SF,1961,ORN,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 18:20:00,AH,6103,ORN,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 17:25:00,AH,6217,OGX,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 19:30:00,AH,6195,CZL,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 12:15:00,AH,6191,CZL,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 15:50:00,AH,1011,ORY,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 17:29:00,AH,6292,TMR,ALG,1,Arrival,2022-03-02,DEL
2022-03-02 21:05:00,AH,2015,BCN,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 18:00:00,AH,6177,AAE,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 9:35:00,AH,6107,ORN,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 13:45:00,AH,6059,GJL,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 18:00:00,AH,6183,ORN,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 8:15:00,AH,2701,YUL,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 18:40:00,AH,3017,IST,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 9:40:00,AH,6027,CZL,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 17:40:00,AH,2071,FRA,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 12:50:00,AH,6171,AAE,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 18:15:00,AH,6157,TMX,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 13:00:00,AH,6253,ELU,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 17:25:00,QR,1379,DOH,ALG,1,Arrival,2022-03-02,ONB
2022-03-01 8:35:00,AH,6256,ALG,CZL,1,Departure,2022-03-01,OFB
2022-03-01 11:50:00,AH,6041,BSK,ALG,1,Arrival,2022-03-01,ONB
2022-03-01 16:05:00,SF,2221,ALG,ORN,1,Departure,2022-03-01,SCT
2022-03-02 14:15:00,LH,1317,ALG,FRA,4,Departure,2022-03-02,OFB
2022-03-02 12:37:00,LH,1316,FRA,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 12:21:00,AF,4144,CDG,ALG,4,Arrival,2022-03-02,ONB
2022-03-02 15:30:00,AF,4145,ALG,CDG,4,Departure,2022-03-02,OFB
2022-03-02 10:45:00,SF,2220,ALG,ORN,1,Departure,2022-03-02,OFB
2022-03-02 11:15:00,TK,651,IST,ALG,1,Arrival,2022-03-02,ONB
2022-03-02 13:20:00,TK,652,ALG,IST,1,Departure,2022-03-02,OFB
2022-03-02 17:50:00,TU,375,ALG,TUN,1,Departure,2022-03-02,OFB
2022-03-02 17:10:00,TU,374,TUN,ALG,1,Arrival,2022-03-02,ONB
2022-03-03 7:15:00,AH,4000,ALG,TUN,4,Departure,2022-03-03,OFB
2022-03-03 9:10:00,AH,1010,ALG,ORY,4,Departure,2022-03-03,OFB
2022-03-03 8:43:00,V7,2438,BOD,ALG,4,Arrival,2022-03-03,ONB
2022-03-03 9:50:00,V7,2439,ALG,BOD,4,Departure,2022-03-03,DEL
2022-03-03 10:25:00,AH,3016,ALG,IST,4,Departure,2022-03-03,OFB
2022-03-03 10:30:00,AH,2024,ALG,FCO,4,Departure,2022-03-03,SCT
2022-03-03 10:30:00,AH,1000,ALG,CDG,4,Departure,2022-03-03,OFB
2022-03-03 9:11:00,AF,1384,CDG,ALG,4,Arrival,2022-03-03,ONB
2022-03-03 11:00:00,AF,1555,ALG,CDG,4,Departure,2022-03-03,DEL
2022-03-03 10:50:00,AH,4001,TUN,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 13:33:00,EK,757,DXB,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 17:00:00,EK,758,ALG,DXB,1,Departure,2022-03-03,SCT
2022-03-03 11:45:00,BA,2546,LHR,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 12:50:00,BA,2547,ALG,LHR,4,Departure,2022-03-03,SCT
2022-03-03 11:42:00,AF,4144,CDG,ALG,4,Arrival,2022-03-03,DEL
2022-03-03 14:05:00,AF,4145,ALG,CDG,4,Departure,2022-03-03,SCT
2022-03-03 10:13:00,5O,1051,CDG,ALG,4,Arrival,2022-03-03,ONB
2022-03-03 13:20:00,5O,1052,ALG,CDG,4,Departure,2022-03-03,SCT
2022-03-03 12:40:00,AH,2700,ALG,YUL,4,Departure,2022-03-03,SCT
2022-03-03 12:50:00,VY,7476,BCN,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 13:50:00,VY,7477,ALG,BCN,4,Departure,2022-03-03,SCT
2022-03-03 13:00:00,AH,3810,ALG,OTP,4,Departure,2022-03-03,SCT
2022-03-03 15:10:00,AH,1011,ORY,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 15:20:00,AH,2025,FCO,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 16:25:00,AH,4062,ALG,DXB,4,Departure,2022-03-03,SCT
2022-03-03 16:45:00,AH,1001,CDG,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 18:15:00,AH,3017,IST,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 19:15:00,TO,4084,ORY,ALG,4,Arrival,2022-03-03,SCT
2022-03-03 20:25:00,TO,4085,ALG,ORY,4,Departure,2022-03-03,SCT
2022-03-03 16:10:00,SF,1421,HME,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 11:34:00,TK,651,IST,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 13:20:00,TK,652,ALG,IST,1,Departure,2022-03-03,SCT
2022-03-03 13:06:00,MS,845,CAI,ALG,1,Arrival,2022-03-03,DEL
2022-03-03 13:25:00,MS,846,ALG,CAI,1,Departure,2022-03-03,SCT
2022-03-03 16:50:00,TU,374,TUN,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 18:20:00,TU,375,ALG,TUN,1,Departure,2022-03-03,SCT
2022-03-03 20:15:00,AH,3811,OTP,ALG,4,Arrival,2022-03-03,SCT
2022-03-04 8:01:00,SF,1803,HME,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 13:25:00,SF,4585,ALC,ALG,4,Arrival,2022-03-04,DEL
2022-03-04 12:30:00,SF,1845,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 11:31:00,AZ,800,FCO,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 12:35:00,AZ,801,ALG,FCO,4,Departure,2022-03-04,OFB
2022-03-04 13:25:00,QR,1379,DOH,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 15:10:00,QR,1380,ALG,DOH,1,Departure,2022-03-04,OFB
2022-03-04 19:10:00,AH,6245,IAM,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 19:00:00,AH,6106,ALG,ORN,1,Departure,2022-03-04,OFB
2022-03-04 10:50:00,AH,6190,ALG,CZL,1,Departure,2022-03-04,OFB
2022-03-04 17:45:00,AH,2014,ALG,BCN,4,Departure,2022-03-04,OFB
2022-03-04 9:30:00,AH,1010,ALG,ORY,4,Departure,2022-03-04,OFB
2022-03-04 17:25:00,AH,6176,ALG,AAE,1,Departure,2022-03-04,OFB
2022-03-04 10:50:00,AH,6118,ALG,TLM,1,Departure,2022-03-04,OFB
2022-03-04 20:00:00,AH,6200,ALG,GHA,1,Departure,2022-03-04,OFB
2022-03-04 11:30:00,AH,6318,ALG,ELG,1,Departure,2022-03-04,OFB
2022-03-04 8:45:00,AH,6232,ALG,TMR,1,Departure,2022-03-04,OFB
2022-03-04 9:00:00,AH,3000,ALG,SVO,4,Departure,2022-03-04,SCT
2022-03-04 10:45:00,AH,6146,ALG,TIN,1,Departure,2022-03-04,OFB
2022-03-04 14:50:00,AH,6192,ALG,CZL,1,Departure,2022-03-04,OFB
2022-03-04 8:15:00,AH,6170,ALG,AAE,1,Departure,2022-03-04,OFB
2022-03-04 17:20:00,AH,6222,ALG,HME,1,Departure,2022-03-04,OFB
2022-03-04 12:40:00,AH,6216,ALG,OGX,1,Departure,2022-03-04,OFB
2022-03-04 10:00:00,AH,6266,ALG,TGR,1,Departure,2022-03-04,OFB
2022-03-03 18:10:00,SF,1851,CBH,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 8:30:00,AH,6464,ALG,AZR,1,Departure,2022-03-04,OFB
2022-03-04 15:35:00,AH,4002,ALG,TUN,4,Departure,2022-03-04,OFB
2022-03-03 14:30:00,AH,6477,EBH,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 9:00:00,AH,6223,HME,ALG,1,Arrival,2022-03-03,ONB
2022-03-04 10:15:00,AH,2070,ALG,FRA,4,Departure,2022-03-04,OFB
2022-03-04 11:00:00,AH,6134,ALG,CBH,1,Departure,2022-03-04,OFB
2022-03-04 8:00:00,AH,6334,ALG,VVZ,1,Departure,2022-03-04,SCT
2022-03-03 19:00:00,AH,6106,ALG,ORN,1,Departure,2022-03-03,SCT
2022-03-04 7:00:00,AH,6296,ALG,INZ,1,Departure,2022-03-04,SCT
2022-03-03 11:00:00,AH,6056,ALG,GJL,1,Departure,2022-03-03,OFB
2022-03-03 13:20:00,AH,6052,ALG,BJA,1,Departure,2022-03-03,SCT
2022-03-03 17:30:00,SF,2112,ALG,CZL,1,Departure,2022-03-03,SCT
2022-03-03 15:55:00,AH,6194,ALG,CZL,1,Departure,2022-03-03,SCT
2022-03-03 8:00:00,AH,6180,ALG,ORN,1,Departure,2022-03-03,OFB
2022-03-03 12:45:00,AH,6070,ALG,LOO,1,Departure,2022-03-03,SCT
2022-03-03 9:10:00,AH,6252,ALG,ELU,1,Departure,2022-03-03,OFB
2022-03-03 15:00:00,AH,6184,ALG,ORN,1,Departure,2022-03-03,SCT
2022-03-03 18:30:00,AH,6200,ALG,GHA,1,Departure,2022-03-03,SCT
2022-03-04 17:00:00,SF,1300,ALG,IAM,1,Departure,2022-03-04,OFB
2022-03-03 10:05:00,AH,6146,ALG,TIN,1,Departure,2022-03-03,OFB
2022-03-03 15:00:00,AH,6140,ALG,AZR,1,Departure,2022-03-03,SCT
2022-03-03 11:00:00,AH,6132,ALG,CBH,1,Departure,2022-03-03,DEL
2022-03-03 17:20:00,AH,6222,ALG,HME,1,Departure,2022-03-03,SCT
2022-03-03 10:30:00,AH,6266,ALG,TGR,1,Departure,2022-03-03,OFB
2022-03-03 10:00:00,SF,1320,ALG,IAM,1,Departure,2022-03-03,OFB
2022-03-03 10:30:00,AH,6142,ALG,AZR,1,Departure,2022-03-03,OFB
2022-03-04 11:00:00,AH,4066,ALG,DOH,4,Departure,2022-03-04,SCT
2022-03-04 11:20:00,AH,6226,ALG,HME,1,Departure,2022-03-04,OFB
2022-03-04 15:00:00,AH,6184,ALG,ORN,1,Departure,2022-03-04,OFB
2022-03-03 10:45:00,AH,6040,ALG,BSK,1,Departure,2022-03-03,OFB
2022-03-03 19:35:00,AH,6026,ALG,CZL,1,Departure,2022-03-03,SCT
2022-03-03 12:10:00,AH,6230,ALG,TMR,1,Departure,2022-03-03,SCT
2022-03-04 19:15:00,AH,6026,ALG,CZL,1,Departure,2022-03-04,OFB
2022-03-03 11:40:00,AH,6226,ALG,HME,1,Departure,2022-03-03,SCT
2022-03-03 19:30:00,AH,6006,ALG,AAE,1,Departure,2022-03-03,SCT
2022-03-03 9:50:00,AH,6000,ALG,AAE,1,Departure,2022-03-03,OFB
2022-03-04 19:00:00,AH,6006,ALG,AAE,1,Departure,2022-03-04,OFB
2022-03-03 9:05:00,AH,6486,ALG,VVZ,1,Departure,2022-03-03,OFB
2022-03-03 11:20:00,AH,6476,ALG,EBH,1,Departure,2022-03-03,SCT
2022-03-04 14:40:00,AH,6038,ALG,BLJ,1,Departure,2022-03-04,OFB
2022-03-04 8:30:00,AH,6180,ALG,ORN,1,Departure,2022-03-04,SCT
2022-03-03 12:55:00,AH,6057,GJL,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 13:05:00,AH,6244,ALG,IAM,1,Departure,2022-03-04,OFB
2022-03-04 9:30:00,AH,6032,ALG,TEE,1,Departure,2022-03-04,OFB
2022-03-04 14:00:00,AH,6252,ALG,ELU,1,Departure,2022-03-04,OFB
2022-03-04 16:30:00,AH,6217,OGX,ALG,1,Arrival,2022-03-04,DEL
2022-03-04 17:20:00,AH,6193,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 13:25:00,AH,6191,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 17:55:00,AH,6185,ORN,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 21:44:00,AH,2015,BCN,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 15:58:00,AH,1011,ORY,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 13:45:00,AH,6119,TLM,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 20:55:00,AH,6177,AAE,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 11:25:00,AH,6171,AAE,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 9:40:00,AH,6107,ORN,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 9:55:00,AH,6201,GHA,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 18:40:00,AH,6319,OGX,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 16:15:00,AH,6232,DJG,ALG,1,Arrival,2022-03-04,DEL
2022-03-04 7:09:00,AH,2701,YUL,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 19:40:00,AH,3001,SVO,ALG,4,Arrival,2022-03-04,SCT
2022-03-04 17:18:00,AH,2071,FRA,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 16:20:00,AH,6141,AZR,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 15:40:00,AH,6053,BJA,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 8:55:00,AH,6223,HME,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 15:50:00,AH,6071,LOO,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 14:00:00,AH,6267,TGR,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 17:25:00,AH,6253,ELU,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 17:55:00,AH,6217,OGX,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 11:40:00,AH,6191,CZL,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 8:45:00,SF,1154,ALG,HME,1,Departure,2022-03-04,OFB
2022-03-03 18:35:00,AH,6195,CZL,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 18:00:00,AH,6185,ORN,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 9:05:00,AH,6107,ORN,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 9:45:00,AH,6201,GHA,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 14:55:00,AH,6313,OGX,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 8:55:00,AH,6027,CZL,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 15:30:00,AH,6145,AZR,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 16:40:00,AH,6335,VVZ,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 13:30:00,SF,1936,ALG,CZL,1,Departure,2022-03-04,OFB
2022-03-04 10:00:00,SF,4584,ALG,ALC,1,Departure,2022-03-04,OFB
2022-03-03 14:00:00,SF,1844,ALG,CZL,1,Departure,2022-03-03,SCT
2022-03-03 9:00:00,SF,1850,ALG,CBH,1,Departure,2022-03-03,OFB
2022-03-03 18:15:00,SF,1802,ALG,HME,1,Departure,2022-03-03,SCT
2022-03-03 15:45:00,SF,1810,ALG,ORN,1,Departure,2022-03-03,SCT
2022-03-04 7:30:00,SF,1500,ALG,HRM,1,Departure,2022-03-04,SCT
2022-03-04 17:40:00,SF,2117,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 14:10:00,SF,2113,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 10:10:00,SF,2111,CZL,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 15:30:00,SF,1333,IAM,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 14:50:00,SF,1321,IAM,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 16:40:00,SF,1301,IAM,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 17:00:00,SF,1201,HME,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 16:25:00,SF,1155,HME,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 16:05:00,AH,6133,CBH,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 14:10:00,AH,6267,TGR,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 15:45:00,AH,6147,TIN,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 14:10:00,AH,6143,AZR,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 16:40:00,AH,6147,TIN,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 20:34:00,AH,4003,TUN,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 11:40:00,AH,3061,PEK,ALG,4,Arrival,2022-03-04,SCT
2022-03-03 8:21:00,SF,1909,HME,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 10:35:00,AH,6141,AZR,ALG,1,Arrival,2022-03-03,DEL
2022-03-03 8:45:00,AH,6007,AAE,ALG,1,Arrival,2022-03-03,ONB
2022-03-03 18:00:00,AH,6231,TMR,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 16:15:00,AH,6135,CBH,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 15:00:00,AH,6227,HME,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 13:25:00,AH,6041,BSK,ALG,1,Arrival,2022-03-03,SCT
2022-03-03 13:45:00,AH,6216,ALG,OGX,1,Departure,2022-03-03,SCT
2022-03-03 8:30:00,AH,6190,ALG,CZL,1,Departure,2022-03-03,OFB
2022-03-04 15:25:00,AH,6227,HME,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 17:10:00,AH,6039,BLJ,ALG,1,Arrival,2022-03-04,ONB
2022-03-03 8:00:00,AH,6312,ALG,DJG,1,Departure,2022-03-03,OFB
2022-03-05 0:30:00,AH,4063,DXB,ALG,4,Arrival,2022-03-04,DEL
2022-03-04 15:10:00,SF,2375,ELU,ALG,1,Arrival,2022-03-04,DEL
2022-03-04 9:35:00,AH,6007,AAE,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 16:20:00,AH,6465,INZ,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 13:05:00,AH,6033,TEE,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 9:55:00,AH,6027,CZL,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 11:45:00,AH,6181,ORN,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 10:16:00,TO,408,ORY,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 11:55:00,TO,4087,ALG,ORY,4,Departure,2022-03-04,OFB
2022-03-03 11:05:00,AH,6181,ORN,ALG,1,Arrival,2022-03-03,SCT
2022-03-04 10:45:00,AH,4038,ALG,CAI,4,Departure,2022-03-04,OFB
2022-03-04 9:00:00,SF,2374,ALG,ELU,1,Departure,2022-03-04,OFB
2022-03-04 13:20:00,TK,652,ALG,IST,0,Departure,2022-03-04,DX
2022-03-04 11:45:00,TK,651,IST,ALG,0,Arrival,2022-03-04,DX
2022-03-04 9:42:00,AF,360V,CDG,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 11:00:00,AF,1555,ALG,CDG,4,Departure,2022-03-04,OFB
2022-03-04 12:05:00,LH,1316,FRA,ALG,0,Arrival,2022-03-04,DX
2022-03-04 13:25:00,LH,1317,ALG,FRA,0,Departure,2022-03-04,DX
2022-03-04 20:42:00,AH,4039,CAI,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 12:40:00,AH,8125,WAW,ALG,4,Arrival,2022-03-04,DEL
2022-03-04 12:06:00,5O,1037,CDG,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 12:50:00,5O,1026,ALG,LYS,4,Departure,2022-03-04,SCT
2022-03-04 13:45:00,5O,1051,CDG,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 14:50:00,5O,1052,ALG,CDG,4,Departure,2022-03-04,SCT
2022-03-04 11:55:00,SF,1811,ORN,ALG,1,Arrival,2022-03-04,ONB
2022-03-04 14:45:00,AF,1855,ALG,CDG,4,Departure,2022-03-04,OFB
2022-03-04 13:29:00,AF,1384P,CDG,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 18:30:00,5O,1038,ALG,CDG,4,Departure,2022-03-04,SCT
2022-03-04 18:08:00,5O,1025,LYS,ALG,4,Arrival,2022-03-04,ONB
2022-03-04 19:00:00,AF,7397,ALG,ORY,4,Departure,2022-03-04,OFB
2022-03-04 17:26:00,AF,362V,ORY,ALG,4,Arrival,2022-03-04,ONB
2022-03-05 10:50:00,AH,6042,ALG,BSK,1,Departure,2022-03-05,OFB
2022-03-05 13:50:00,AH,6043,BSK,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 9:30:00,AF,1384,CDG,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 11:00:00,AF,1555,ALG,CDG,4,Departure,2022-03-05,OFB
2022-03-05 10:48:00,5O,1051,CDG,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 12:45:00,5O,1052,ALG,CDG,4,Departure,2022-03-05,OFB
2022-03-05 12:16:00,AF,4144,CDG,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 14:05:00,AF,4155,ALG,CDG,4,Departure,2022-03-05,OFB
2022-03-05 12:08:00,LH,1316,FRA,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 13:25:00,LH,1317,ALG,FRA,4,Departure,2022-03-05,OFB
2022-03-05 13:57:00,VY,7991,MRS,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 15:35:00,VY,7990,ALG,MRS,4,Departure,2022-03-05,OFB
2022-03-05 13:36:00,AF,363V,MRS,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 15:45:00,AF,1491,ALG,MRS,4,Departure,2022-03-05,OFB
2022-03-05 17:34:00,AF,362V,ORY,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 19:00:00,AF,7397,ALG,ORY,4,Departure,2022-03-05,OFB
2022-03-05 18:15:00,TO,4085,ALG,ORY,4,Departure,2022-03-05,OFB
2022-03-05 16:59:00,TO,4084,ORY,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 9:10:00,AH,1010,ALG,ORY,4,Departure,2022-03-05,OFB
2022-03-05 12:40:00,AH,2700,ALG,YUL,4,Departure,2022-03-05,OFB
2022-03-05 11:31:00,TK,651,IST,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 14:00:00,TK,652,ALG,IST,1,Departure,2022-03-05,OFB
2022-03-05 18:43:00,TU,374,TUN,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 19:20:00,TU,375,ALG,TUN,1,Departure,2022-03-05,SCT
2022-03-05 15:10:00,QR,1380,ALG,DOH,1,Departure,2022-03-05,DX
2022-03-05 7:15:00,AH,4000,ALG,TUN,4,Departure,2022-03-05,OFB
2022-03-05 10:30:00,AH,2024,ALG,FCO,4,Departure,2022-03-05,OFB
2022-03-05 13:00:00,AH,2046,ALG,GVA,4,Departure,2022-03-05,OFB
2022-03-05 15:00:00,AH,1020,ALG,MRS,4,Departure,2022-03-05,OFB
2022-03-05 17:10:00,AH,2014,ALG,BCN,4,Departure,2022-03-05,OFB
2022-03-05 14:35:00,AH,4067,DOH,ALG,W,Arrival,2022-03-05,SCT
2022-03-05 10:05:00,AH,3061,CTU,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 10:50:00,AH,4001,TUN,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 15:50:00,AH,1011,ORY,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 15:35:00,AH,2025,FCO,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 18:54:00,AH,2047,GVA,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 19:09:00,AH,1021,MRS,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 21:00:00,AH,2015,BCN,ALG,4,Arrival,2022-03-05,ONB
2022-03-05 13:10:00,QR,1379,DOH,ALG,1,Arrival,2022-03-05,DX
2022-03-05 16:00:00,AH,6140,ALG,AZR,1,Departure,2022-03-05,OFB
2022-03-05 17:10:00,AH,6222,ALG,HME,1,Departure,2022-03-05,OFB
2022-03-05 14:35:00,AH,6071,LOO,ALG,1,Arrival,2022-03-05,DEL
2022-03-06 8:00:00,SF,1402,ALG,HME,4,Departure,2022-03-06,OFB
2022-03-05 16:05:00,AH,6217,OGX,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 12:00:00,AH,6292,ALG,DJG,1,Departure,2022-03-05,OFB
2022-03-05 19:05:00,AH,6521,ELG,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 17:15:00,AH,6239,GHA,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 9:05:00,AH,6027,CZL,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 18:35:00,AH,6193,CZL,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 19:40:00,AH,6106,ALG,ORN,1,Departure,2022-03-05,OFB
2022-03-05 11:15:00,AH,6191,CZL,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 14:50:00,AH,6056,ALG,GJL,1,Departure,2022-03-05,OFB
2022-03-05 16:00:00,AH,6192,ALG,CZL,1,Departure,2022-03-05,OFB
2022-03-05 15:15:00,AH,6157,TMX,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 18:25:00,AH,6147,TIN,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 14:35:00,AH,6143,AZR,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 17:00:00,AH,6133,CBH,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 19:40:00,AH,6292,TMR,ALG,1,Arrival,2022-03-05,DEL
2022-03-05 17:30:00,AH,6343,OGX,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 16:30:00,AH,6297,INZ,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 18:10:00,AH,6185,ORN,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 13:30:00,AH,6253,ELU,ALG,1,Arrival,2022-03-05,ONB
2022-03-05 18:20:00,AH,6349,OGX,ALG,1,Arrival,2022-03-05,ONB
